text,sentiment
glad finally done final,2
watching thing comcast missing boo like crrrrrazy,0
rain almost perfect day clothes wet,0
yeah went day im trying get back november mom super soak star weekend,1
miss u guy prob b bk til august sumtime come bk anytime ill sure let u kno,2
okay make sure alright kk cuidalo let know got friend u aha,1
round way ahve copy public contact personal contact first big deal,1
trying figure,1
update leave vet test xrays,1
went see hannah montana movie saturday loved still cant work twitter though,1
lol done one victim lol,0
would slip fall dirty school bathroom floor fml,0
got confirmed itã â â½s pizza time ex co worker friday looking forward,2
well paisley one cone thing around head funny feel bad,1
ugggh idk wan na stop getting text twitterr ilse,0
wait november jobros concert examination,2
done always ended selling machine going back mac,1
came back watching terminator salvation cathay much action feel sorry marcus though,0
sitting thru boring bit titanic waiting good bit start couple hour,1
fire urban rock challenge,1
believe thought morning shift today told alex could take airport flight shift,0
poor heather didnt make cheerleading squad im sorry babygirl maybe next year,0
well,1
crazzyyyy summer cuz ci close rd,1
jus love doin night shift done hour,2
morning tweeple way early,1
reupload thing,0
know update really amusing prop auction much baseship bed go,2
love fact day school left,2
oh hope bad,2
awesome headin nite grad dinner c u boi hehe,2
beery yeah little rough morning tonight tomorrow night go planned caloric intake chart,0
aww congrats family send piccies email,2
uber bored atm blue shower watch house vid csi csi ny bone double yay,2
strongly agrees jason wolverine hugh jackman sorry kid mouse,1
okay bby,1
okay okay sleep realz goodnight wave follower,2
omg mom called im late he gone,0
lost internet signal life go,0
sorry get chance chat caught glimpse across room dragged home prematurely,0
buckley good mate sadly couldnt get pissed tonight driving bad time,2
bit tongue blood everywhere,0
pulled walmart aunt got went fell asleep hour later r lol,1
searching home thing cook dinner evening mother day guess im eating,1
cute fun watch,2
woke fell back sleep woke back sleep woke staying awake morning,1
great weekend even though site moved plenty thing learn keeping faith looking future,2
know really hurt arm guess booze ask believe,0
going dance recital feel like piece cuz cost much money,0
tiiiiiiired going bed drinking lead making boy later forget name drink kid goodnight,0
kind mood reason lol try mushy around behave,1
thats doting husband lol hope brace go eat normally,2
keep getting delayed response internet messed,0
dont tell burnsy comparison rocky mountain mountain enlgland,1
know sad,0
good morning twit let make today better one start runnin,2
could get away dare go buy tomorrow,1
thanks man sorted ever remember,2
craigg hope enjoying money looking real good right,2
favourite shirt true grumpy cute b huggable c life party,2
ok back packing sitting car charging phone charger left home well,1
thanks fr yr congratulatory gweetin,2
every time friday sadly often,0
star trek good time,2
sun cool,0
meeeaaannn people make mistake ok lol,0
invisible car help boost recycling honest,2
baby baby gon na right side whole world turn ipod randoms bsb song,1
ha totally posting update lightning outside pretty,2
tour philippine sometime lot fan would really love,2
broken fb wedding sadly longer excuse get hauntingxealot goulburn,0
kickable,1
richie also saw u american idol great performance see u windsor june commodore,1
nice clutch,2
happy mother day mommy,2
finished watching marley,1
enjoying mother day,2
everyone seems love felt kinda lazy repetative really disappointed,1
roll thursday,1
dadgum think nation shipping need shut completely still freight carrier,1
cavs got lucky lol lebron took killed em another triple double,1
wishing mommy happy day,2
learn today never post anything sold ebay using royal mail lose refund compo nowhere near bad,0
oh god yeah forgot,0
long someone make lol,1
ahaha stuck head thanxx,2
arent following cant send dm,1
poorly sleep,0
happy star war day may read,2
picked taco lunch got guitar,1
buried web change going make lunch chance later much,0
sold,1
hope everyone great weekend today important meeting today,2
gd whoaa kinda hard one think interesting enough tell,1
love guy best,2
listening music home alone lol want come hang lol,1
shut face mean pedro supposed mean one,0
month put week notice little week ago last day friday,1
oh yea mspacers boy hooked page look kewl least think took minute,1
babe woo im getting mine monday cant wait x,2
awww laavly come got stunning wee tan l,2
yes please gone might actually get work done lol,1
really getting sick ugh nursing home laying bed might go run later watch movie austin sara sami left,0
saw stalkerishly elevator brookie eating moracca go,0
youtube,1
calling mum ask ice cream,1
lazy day playing xbox drinking tea,1
well thatã â â½s disappointing hear,0
well use tweet push make go shop time im back hopefully,2
mom texted told rodney chasing firefly backyard awwwww miss,1
getting ready bed happy mother day mother,2
blink fast better lol thanks,2
leg killing know good pain,1
cont bastardized version french fun believe,2
ala moving like moving actual moving ugh wish could go,2
ready go home,1
need push diet last level good last week lost lb better gain,1
today jon doe play moho ia excited itã â â½s gon na funny carry equipment backline,2
back killing keep dropping low hope got someone pick back tho lol,1
facebook,0
mad rain got cant go see jaiden,0
grandparent place,1
hi chile deg c winter coming cant wait cali sun,1
dont feel good,0
born,1
congradts ur show even tho wasnt lol,2
damjust finished watching prison break final break omg dont think cried hard show finally understand finale,2
visiting grandparent manhattan dropping sister week wish excuse tired today,0
glad friday two class lazy afternoon bad isnt nice warm today,1
good luck finally long time panvel tweetup finally coming true,2
heading hollywood studio today manta kraken awesome yesterday feeling like ride,2
weekend going packed full work school life summer afraid,0
please read blog best day,0
goodnight,1
welcome,2
ha thanks bryan remind state budget issue actually steve staffer office,2
thanks none close,2
watered tomato plant pepper plant lettuce feeling homely freddie fun packed day,2
haha remember,1
hee exam give u plenty show haha hopeless,1
sorry,2
awww remind getting ready ball,1
know remember,0
bishop sez need get u look flight email ur work tonite,1
tmobile hummer wish battery life iphone,2
nite nite twitts wish u happy sunday already major gift bro n n gift way tyg,2
omg kim possible disney channel right glued screen,2
first thought bar life meant partying nonstop catch last year lol shoulda known better,2
work heat horrible,0
someone came sleeping national passtime turned human,2
see shave head love cut glad shave hair pretty,2
starr yep hawkesbury classic start windsor home said dj,1
twittering like bos thanks savvv,2
sleep pattern screwed need try stay midnight get decent sleep coz havent slept,2
since demise woolworth easy find reasonably priced pick n mix anywhere,0
may fourth happy star war day,2
unlocked decade lucky never gottta make luck involves,0
taking care yucky stuff,0
homework friday night lame,0
always thinking look good place appericiate everyone support every site joined,2
industrial tommorow oh yeah get go see bunch old people go away forever probably cry place,0
believe drove way back school whatever happy mother day mommy precious candis granny,2
redi med getting checked strep throat,1
either always train work,1
hope doesnt rain tonight tomorrow fam come visit swimming pool carne asada rain pool going dirty,2
laughing reason maybe tired haha maybe go bed night,0
good day,2
greta good box worth way,0
created account get chance chat admire amazing inspire write,2
think go enjoy sun ray love work,2
hahaha busy see replied yes true,2
thank cici right back ya,2
bad,0
logging yet doubt check reply twitter must keep trying,1
content life moment,1
thanks feel lot better hurt like hell good luck lousy student writing,1
thank x,2
think pretty much figured added box helsinki group see tweet,2
must missed guess scared tx sorry,0
esther rhyme investor tester jester pester polyester semester sylvester requester name,1
lexus twitpic happy mother day lexus hopw nice one,2
last night australia,1
extra got ready work nothing studying night,1
ut bass love,2
omg j n new fave show one guess hahahha,2
mother day today,1
yeah thanks,2
iamjes yay congrats afraid check grade,1
feel really bad female racoon abusive racoon husband always black eye one help,0
